Product,Price,Payment_Type,Name,City,State,Country,Transaction_date
Product1,1200,Visa,Laine,Castleknock,Dublin,Ireland,01-09-2009 14:32
Product1,1200,Visa,Nona,South Jordan                ,UT,United States,01-09-2009 14:37
Product1,1200,Visa,Bob,Sydney,New South Wales,Australia,01-09-2009 14:51
Product1,1200,Visa,John,Banbury,England,United Kingdom,01-09-2009 14:55
Product1,1200,Visa,Reto,Seattle                     ,WA,United States,01-09-2009 15:03
Product1,1200,Mastercard,alex ,Farmingtn Hls               ,MI,United States,01-09-2009 15:24
Product1,1200,Diners,Nicole ,Basingstoke,England,United Kingdom,01-09-2009 15:32
Product1,1200,Mastercard,Sari,Newbury,England,United Kingdom,01-09-2009 15:58
Product1,1200,Diners,Jennifer,Nordstrand,Oslo,Norway,01-09-2009 16:35
Product1,1200,Visa,David,Alpharetta                  ,GA,United States,01-09-2009 18:52
Product1,1200,Mastercard,Tarah,San Jose                    ,CA,United States,01-09-2009 19:41
Product1,1200,Visa,Beckie ,Ladera Ranch                ,CA,United States,01-09-2009 20:00
Product1,1200,Diners,Mona,Kelowna,British Columbia,Canada,01-09-2009 20:25
Product1,1200,Mastercard,Lizelle ,Mililani                    ,HI,United States,01-10-2009 00:04
Product1,1200,Visa,frauke,Horten,Vestfold,Norway,01-10-2009 03:28
Product1,1200,Visa,stacy,Stuttgart,Baden-Wurttemberg,Germany,01-10-2009 03:43
Product1,1200,Visa,Jessica,Oldenburg,Lower Saxony,Germany,01-10-2009 04:04
Product1,1200,Visa,Gloria Gail ,Foxrock,Dublin,Ireland,01-10-2009 04:12
Product1,1200,Amex,CLARE,San Francisco               ,CA,United States,01-10-2009 05:21
Product1,1200,Visa,Peter,Shankill,Dublin,Ireland,01-10-2009 07:37
Product1,1200,Visa,Laura,Jumeira,Dubayy,United Arab Emirates,01-10-2009 07:55
Product1,1200,Visa,suzanne,Lemont                      ,IL,United States,01-10-2009 08:13
Product1,1200,Mastercard,Eleanor,Edinburgh,Scotland,United Kingdom,01-10-2009 08:13
Product2,3600,Mastercard,Patricia ,Portola Valley              ,CA,United States,01-10-2009 08:33
Product1,1200,Diners,luisa,Gorey, ,Jersey,01-10-2009 09:18
Product2,3600,Mastercard,Cheryl,Hilton Head                 ,SC,United States,01-10-2009 09:32
Product1,1200,Amex,Joanna,Little Silver               ,NJ,United States,01-10-2009 11:37
Product1,1200,Visa,Martin,Ludwigsburg,Baden-Wurttemberg,Germany,01-10-2009 11:53
Product1,1200,Visa,Karina,Fort Lauderdale             ,FL,United States,01-10-2009 12:05
Product1,1200,Amex,Vanessa,Sandy Springs               ,GA,United States,01-10-2009 12:57
Product1,1200,Visa,Rachel,Hamilton,Ontario,Canada,01-10-2009 13:42
Product1,1200,Mastercard,Kevin,Cheltenham,England,United Kingdom,01-10-2009 14:03
Product1,1200,Diners,Anupam,Kinsaley,Dublin,Ireland,01-10-2009 14:43
Product1,1200,Visa,Angela,Ankeny                      ,IA,United States,01-10-2009 14:56
Product1,1200,Amex,Maricel,Malibu                      ,CA,United States,01-10-2009 14:59
Product2,3600,Mastercard,Jo ,Huntington Beach            ,CA,United States,01-10-2009 15:18
Product1,1200,Visa,Hollie,San Diego                   ,CA,United States,01-10-2009 16:02
Product1,1200,Visa,Jiri,Vienna                      ,VA,United States,01-10-2009 17:41
Product2,3600,Visa,Nicola,San Jose                    ,CA,United States,01-10-2009 19:28
Product1,1200,Mastercard,Sharon,Ajax,Ontario,Canada,01-10-2009 21:35
Product1,1200,Visa,Craig,Seattle                     ,WA,United States,01-10-2009 21:36
Product1,1200,Visa,Anushka,Maple Ridge District Municipality,British Columbia,Canada,01-10-2009 21:38
Product1,1200,Mastercard,Chris,Den Haag,Zuid-Holland,Netherlands,01-11-2009 00:15
Product1,1200,Visa,chris,Gold Coast,Queensland,Australia,01-11-2009 02:04
Product3,7500,Visa,Hans,Knoxville                   ,TN,United States,01-11-2009 04:29
Product1,1200,Visa,William,Chalfont Saint Peter,England,United Kingdom,01-11-2009 04:34
Product1,1200,Visa,Sandra  Thierry  Zoe,Knoxville                   ,TN,United States,01-11-2009 04:39
Product1,1200,Amex,Caroline,Marietta                    ,GA,United States,01-11-2009 04:55
Product1,1200,Mastercard,Anna,New York                    ,NY,United States,01-11-2009 06:01
Product1,1200,Amex,A,Saint Petersburg            ,FL,United States,01-11-2009 06:09
Product2,3600,Visa,Shiree,Clondalkin,Dublin,Ireland,01-11-2009 06:46
Product1,1200,Visa,Aziz,Irpin',Kiev,Ukraine,01-11-2009 06:51
Product1,1200,Visa,Oswald,Tramore,Waterford,Ireland,01-11-2009 07:09
Product2,3600,Visa,LAURIE,Guildford,England,United Kingdom,01-11-2009 07:10
Product1,1200,Amex,Juliann,Winter Spgs                 ,FL,United States,01-11-2009 08:41
Product1,1200,Visa,Chelsey ,Ashburn                     ,VA,United States,01-11-2009 08:59
Product1,1200,Visa,Bato,Munchengosserstadt,Thuringia,Germany,01-11-2009 09:50
Product1,1200,Visa,familly ,Creemore,Ontario,Canada,01-11-2009 09:55
Product1,1200,Mastercard,AnaPaula,Helens Bay,Northern Ireland,United Kingdom,01-11-2009 10:38
Product1,1200,Mastercard,Katherine,Hofheim am Taunus,Hessen,Germany,01-11-2009 10:51
Product1,1200,Visa,Klara,Spring Lake Park            ,MN,United States,01-11-2009 11:20
Product1,1200,Visa,Stefan,Stavanger,Rogaland,Norway,01-11-2009 11:33
Product1,1200,Mastercard,Hollyn,London,England,United Kingdom,01-11-2009 11:36
Product1,1200,Visa,Helga,Clontarf,Dublin,Ireland,01-11-2009 12:12
Product1,1200,Visa,Marina,Minneapolis                 ,MN,United States,01-11-2009 12:22
Product1,1200,Visa,Rosa Maria,Cincinnati                  ,OH,United States,01-11-2009 13:08
Product2,3600,Visa,shelby,Plantation                  ,FL,United States,01-11-2009 13:16
Product1,1200,Visa,Sarah,San Francisco               ,CA,United States,01-11-2009 14:07
Product1,1200,Visa,Stephanie,Brussels,Brussels (Bruxelles),Belgium,01-11-2009 14:17
Product1,1200,Visa,Nicole,Aardal,Sogn og Fjordane,Norway,01-11-2009 14:56
Product1,1200,Visa,kirsten,Bishops Stortford,England,United Kingdom,01-11-2009 15:59
Product1,1200,Visa,Antje,Sacramento                  ,CA,United States,01-11-2009 17:06
Product1,1200,Visa,Sophie,Newtown                     ,CT,United States,01-11-2009 17:28
Product2,3600,Visa,Danny,St Thomas                   ,VI,United States,01-11-2009 17:52
Product1,1200,Diners,Maja,Hoschton                    ,GA,United States,01-11-2009 19:01
Product2,3600,Visa,STEPHANIE,Mona Vale,New South Wales,Australia,01-11-2009 22:22
Product1,1200,Mastercard,Andrea,Brondby Strand,Kobenhavn,Denmark,01-12-2009 00:17
Product1,1200,Visa,IMAN,Brisbane,Queensland,Australia,01-12-2009 01:37
Product1,1200,Mastercard,Beate,Hamburg,Hamburg,Germany,01-12-2009 01:42
Product2,3600,Mastercard,Valda,Irvine                      ,CA,United States,01-12-2009 03:03
Product1,1200,Mastercard,chrissy,W Lebanon                   ,NH,United States,01-12-2009 03:25
Product1,1200,Mastercard,Bernadett,Southampton,England,United Kingdom,01-12-2009 05:18
Product3,7500,Mastercard,Brona,Den Haag,Zuid-Holland,Netherlands,01-12-2009 05:50
Product1,1200,Visa,Dez,Al 'Adliyah,Al Manamah,Bahrain,01-12-2009 06:40
Product1,1200,Visa,Stephanie,Fairfax                     ,CA,United States,01-12-2009 07:23
Product1,1200,Amex,Megan,La Alberca,Murcia,Spain,01-12-2009 07:28
Product1,1200,Amex,Francoise ,Danville                    ,PA,United States,01-12-2009 08:05
Product1,1200,Amex,mary,Nacka,Stockholm,Sweden,01-12-2009 08:13
Product1,1200,Mastercard,Jacob,Winter Haven                ,FL,United States,01-12-2009 09:23
Product1,1200,Diners,Petra,Bergen,Nordrhein-Westfalen,Germany,01-12-2009 09:43
Product2,3600,Amex,Pamela,Bellinzona,Ticino,Switzerland,01-12-2009 10:05
Product1,1200,Mastercard,Tina,Calgary,Alberta,Canada,01-12-2009 10:06
Product2,3600,Mastercard,Judy,Washington                  ,DC,United States,01-12-2009 10:08
Product1,1200,Amex,Justine,Seattle                     ,WA,United States,01-12-2009 10:33
Product1,1200,Visa,Karen,Madrid,Madrid,Spain,01-12-2009 11:16
Product2,3600,Visa,Debra,Toronto,Ontario,Canada,01-12-2009 11:40
Product1,1200,Visa,Veronique ,Tsawwassen,British Columbia,Canada,01-12-2009 11:48
Product1,1200,Mastercard,Lisa,South Waterford             ,ME,United States,01-12-2009 11:48
Product1,1200,Mastercard,Tammy,Milford                     ,ME,United States,01-12-2009 12:00
Product1,1200,Visa,Ed,Nacka,Stockholm,Sweden,01-12-2009 12:04
Product1,1200,Mastercard,JP,Tierp,Uppsala,Sweden,01-12-2009 12:22
Product1,1200,Visa,Janet,Marietta                    ,GA,United States,01-12-2009 12:37
Product2,3600,Amex,Leila,Ponte San Nicolo,Veneto,Italy,01-12-2009 13:23
Product1,1200,Visa,Eric,Gasperich,Luxembourg,Luxembourg,01-12-2009 13:41
Product1,1200,Amex,dia,Claygate,England,United Kingdom,01-12-2009 13:41
Product1,1200,Mastercard,steve,Evires,Rhone-Alpes,France,01-12-2009 14:37
Product1,1200,Visa,Holly,Arlington                   ,MA,United States,01-12-2009 14:50
Product1,1200,Mastercard,David,Deptford                    ,NJ,United States,01-12-2009 15:12
Product1,1200,Visa,Camille and Carmen,Thorlakshofn, ,Iceland,01-12-2009 15:16
Product1,1200,Visa,Vicki and Bill,Seattle                     ,WA,United States,01-12-2009 16:50
Product2,3600,Diners,elizabeth r,Winter Haven                ,FL,United States,01-12-2009 17:19
Product1,1200,Amex,Alfredo A,Las Vegas                   ,NV,United States,01-12-2009 17:28
Product1,1200,Diners,Anthony,Victor                      ,NY,United States,01-12-2009 18:24
Product1,1200,Visa,Lydia,Comox,British Columbia,Canada,01-12-2009 19:04
Product1,1200,Mastercard,Blanca Gabriela ,Irving                      ,TX,United States,01-12-2009 19:47
Product1,1200,Visa,Glen,Atlantida,Guatemala,Guatemala,01-12-2009 20:31
Product1,1200,Visa,Alicja ,Kenmore                     ,WA,United States,01-12-2009 20:43
Product1,1200,Visa,Julia ,Madison                     ,WI,United States,01-12-2009 21:30
Product1,1200,Mastercard,Lusell,Oberwil,Basel-Country,Switzerland,01-12-2009 23:21
Product1,1200,Visa,Lisa,Perth,Western Australia,Australia,01-12-2009 23:35
Product1,1200,Mastercard,simone,Lyngby,Kobenhavn,Denmark,1/13/2009 1:46
Product1,1200,Visa,Filip and Teresa,Centurion,Gauteng,South Africa,1/13/2009 1:51
Product1,1200,Mastercard,Damian,Mettlach,Saarland,Germany,1/13/2009 1:55
Product1,1200,Visa,Maryse,Rathfarnham,Dublin,Ireland,1/13/2009 2:47
Product1,1200,Visa,Robin,Milan,Lombardy,Italy,1/13/2009 5:57
Product1,1200,Mastercard,Kit,Suwanee                     ,GA,United States,1/13/2009 5:58
Product1,1200,Visa,Gitte,Staten Island               ,NY,United States,1/13/2009 6:13
Product2,3600,Amex,John,Chicago                     ,IL,United States,1/13/2009 7:09
Product2,3600,Visa,Daniele,Katy                        ,TX,United States,1/13/2009 8:11
Product1,1200,Mastercard,Zane,Warlingham,England,United Kingdom,1/13/2009 8:20
Product1,1200,Visa,sangeeta,Vossevangen,Hordaland,Norway,1/13/2009 9:14
Product1,1200,Visa,Sigrun,Nashville                   ,TN,United States,1/13/2009 9:16
Product1,1200,Visa,Kerry,Anieres,Geneve,Switzerland,1/13/2009 9:26
Product1,1200,Visa,Elizabeth,North Eastham               ,MA,United States,1/13/2009 9:40
Product1,1200,Mastercard,Priska,Calgary,Alberta,Canada,1/13/2009 9:51
Product1,1200,Visa,Clare,Keller                      ,VA,United States,1/13/2009 11:26
Product1,1200,Visa,Anett,Gosport,England,United Kingdom,1/13/2009 11:31
Product1,1200,Visa,alice and rudolf,Baltimore                   ,MD,United States,1/13/2009 11:54
Product1,1200,Diners,Karen,Montreal,Quebec,Canada,1/13/2009 11:56
Product1,1200,Visa,Majken,Charlottenlund,Kobenhavn,Denmark,1/13/2009 12:51
Product2,3600,Mastercard,Anthony,Toronto,Ontario,Canada,1/13/2009 13:19
Product1,1200,Visa,Louise,London,England,United Kingdom,1/13/2009 13:36
Product1,1200,Visa,Joanne,Castlebar,Mayo,Ireland,1/13/2009 13:49
Product1,1200,Amex,Christof and Heidi,Barcelona,Catalonia,Spain,1/13/2009 14:05
Product2,3600,Visa,george,Zurich,Zurich,Switzerland,1/13/2009 14:44
Product1,1200,Visa,leiser,N Java                      ,NY,United States,1/13/2009 14:53
Product1,1200,Amex,Beatriz,Centerport                  ,NY,United States,1/13/2009 15:18
Product2,3600,Visa,Maggie,Paris,Ile-de-France,France,1/13/2009 15:19
Product1,1200,Amex,Amanda,Houston                     ,TX,United States,1/13/2009 18:08
Product1,1200,Visa,Jolene ,Englewood                   ,CO,United States,1/13/2009 19:39
Product1,1200,Diners,Alison,Hampton                     ,NJ,United States,1/13/2009 19:54
Product1,1200,Visa,Kim,Kelowna,British Columbia,Canada,1/13/2009 20:22
Product1,1200,Mastercard,Andrew,Winnipeg,Manitoba,Canada,1/13/2009 20:59
Product1,1200,Mastercard,Tod,Coral Gables                ,FL,United States,1/13/2009 23:56
Product2,3600,Mastercard,Piret,Bunbury,Western Australia,Australia,1/14/2009 0:03
Product2,3600,Visa,Michael,Paris,Ile-de-France,France,1/14/2009 0:15
Product1,1200,Mastercard,Sabine,Milton Keynes,England,United Kingdom,1/14/2009 1:28
Product1,1200,Mastercard,Angela,Newburgh,Scotland,United Kingdom,1/14/2009 3:09
Product1,1200,Visa,jo,Ballincollig,Cork,Ireland,1/14/2009 3:39
Product1,1200,Visa,Michelle,Ballincollig,Cork,Ireland,1/14/2009 3:47
Product1,1200,Mastercard,ZENA,Honolulu                    ,HI,United States,1/14/2009 4:54
Product2,3600,Visa,Kristen,Binningen,Basel-Country,Switzerland,1/14/2009 5:20
Product1,1200,Visa,Kate,Broadlands                  ,VA,United States,1/14/2009 6:32
Product1,1200,Visa,Eric,Melbourne,Victoria,Australia,1/14/2009 6:35
Product1,1200,Visa,Bent Erik,Basauri,Pais Vasco,Spain,1/14/2009 7:30
Product2,3600,Amex,Ruth,Saskatoon,Saskatchewan,Canada,1/14/2009 8:16
Product1,1200,Visa,jingyan,Bristol                     ,RI,United States,1/14/2009 8:38
Product1,1200,Mastercard,Ellen,Owensboro                   ,KY,United States,1/14/2009 9:10
Product3,7500,Mastercard,Diana,Campinas,Sao Paulo,Brazil,1/14/2009 10:32
Product1,1200,Visa,Jennifer,Jumeira,Dubayy,United Arab Emirates,1/14/2009 11:19
Product1,1200,Visa,Kenny,Kailua Kona                 ,HI,United States,1/14/2009 11:35
Product1,1200,Mastercard,Lainey,Lakeville                   ,MN,United States,1/14/2009 12:07
Product1,1200,Visa,SUSAN,Oxford,England,United Kingdom,1/14/2009 12:33
Product1,1200,Visa,Richard and Comfort,Regensdorf,Zurich,Switzerland,1/14/2009 12:55
Product1,1200,Diners,eugenia,Wisconsin Rapids            ,WI,United States,1/14/2009 13:23
Product1,1200,Amex,ayse,Redondo Beach               ,CA,United States,1/14/2009 15:40
Product1,1200,Mastercard,Jessica,Woodland Hills              ,CA,United States,1/14/2009 16:02
Product1,1200,Visa,Wouter and Andrea,Anchorage                   ,AK,United States,1/14/2009 18:05
Product1,1200,Visa,luciana,Athens                      ,GA,United States,1/14/2009 18:21
Product1,1200,Visa,Janaina,Miami                       ,FL,United States,1/14/2009 19:32
Product1,1200,Visa,Amy,Lakewood Village            ,TX,United States,1/14/2009 22:44
Product1,1200,Diners,Karen,Roquefort,Provence-Alpes-Cote d'Azur,France,1/15/2009 1:41
Product1,1200,Mastercard,Alexis,Genoa                       ,IL,United States,1/15/2009 2:40
Product1,1200,Visa,Stephanie,Rouen,Upper Normandy,France,1/15/2009 3:43
Product1,1200,Mastercard,catherine,Keller                      ,VA,United States,1/15/2009 4:12
Product2,3600,Visa,Pam,London,England,United Kingdom,1/15/2009 5:11
Product2,3600,Visa,Derrick,North Bay,Ontario,Canada,1/15/2009 5:27
Product1,1200,Visa,Dave and Amy,Norfolk                     ,VA,United States,1/15/2009 5:47
Product1,1200,Mastercard,Celina,Den Haag,Zuid-Holland,Netherlands,1/15/2009 7:26
Product1,1200,Visa,Kirstie,Royal Oak                   ,MI,United States,1/15/2009 8:07
Product1,1200,Visa,Scott ,Royal Oak                   ,MI,United States,1/15/2009 8:10
Product1,1200,Visa,Katherine,Marietta                    ,GA,United States,1/15/2009 8:12
Product1,1200,Visa,Cormac,Freeport City,Freeport,The Bahamas,1/15/2009 9:00
Product1,1200,Amex,Mark,Holmdel                     ,NJ,United States,1/15/2009 9:52
Product3,7500,Visa,Karin,Olive Branch                ,MS,United States,1/15/2009 10:16
Product1,1200,Visa,Grace ,York,England,United Kingdom,1/15/2009 10:24
Product1,1200,Visa,lamia,Little Compton              ,RI,United States,1/15/2009 10:37
Product1,1200,Mastercard,Pia ,Sola,Rogaland,Norway,1/15/2009 10:51
Product1,1200,Visa,Nicole,Brookline                   ,MA,United States,1/15/2009 11:26
Product1,1200,Visa,Maggie,Libertyville                ,IL,United States,1/15/2009 11:43
Product1,1200,Diners,Simone,Watford,England,United Kingdom,1/15/2009 11:45
Product1,1200,Visa,Heidi,Calgary,Alberta,Canada,1/15/2009 11:56
Product1,1200,Visa,Jessica,Kanata,Ontario,Canada,1/15/2009 11:58
Product1,1200,Visa,Brian,College Park                ,MD,United States,1/15/2009 12:33
Product1,1200,Mastercard,Annelies,Ile-Perrot,Quebec,Canada,1/15/2009 12:54
Product1,1200,Visa,Sara,Fort Lauderdale             ,FL,United States,1/15/2009 15:22
Product1,1200,Visa,Sarah,Bolton,England,United Kingdom,1/15/2009 15:26
Product1,1200,Amex,Charis,Los Angeles                 ,CA,United States,1/15/2009 15:56
Product2,3600,Visa,Charmain,Cartersburg                 ,IN,United States,1/15/2009 15:56
Product2,3600,Amex,Monica,Villanova                   ,PA,United States,1/15/2009 18:08
Product1,1200,Diners,Mandy,Hono                        ,HI,United States,1/15/2009 18:12
Product2,3600,Diners,Therese,Pensacola                   ,FL,United States,1/15/2009 19:10
Product1,1200,Visa,Caroline,Toronto,Ontario,Canada,1/15/2009 21:53
Product2,3600,Diners,Lesley,Cork,Cork,Ireland,1/16/2009 1:07
Product1,1200,Visa,Angela,Vienna,Vienna,Austria,1/16/2009 1:51
Product3,7500,Visa,Kristyn,Kearns                      ,UT,United States,1/16/2009 2:41
Product1,1200,Amex,Lisa,Brulon,Pays de la Loire,France,1/16/2009 5:07
Product2,3600,Visa,Karen,Berikon,Aargau,Switzerland,1/16/2009 5:12
Product1,1200,Mastercard,Alexis,Ehingen an der Donau,Baden-Wurttemberg,Germany,1/16/2009 6:04
Product1,1200,Mastercard,Niamh,Benoni,Gauteng,South Africa,1/16/2009 6:13
Product2,3600,Mastercard,Jag,Saint-Cergues,Rhone-Alpes,France,1/16/2009 7:20
Product1,2100,Mastercard,Gerald,Mahopac                     ,NY,United States,1/16/2009 7:21
Product1,1200,Diners,amy,Stuttgart,Baden-Wurttemberg,Germany,1/16/2009 7:35
Product1,1200,Amex,Darrah,Den Haag,Zuid-Holland,Netherlands,1/16/2009 7:58
Product1,1200,Visa,Ashley,Rancho Cordova              ,CA,United States,1/16/2009 8:28
Product1,1200,Mastercard,Marian,Durban,KwaZulu-Natal,South Africa,1/16/2009 9:54
Product1,1200,Mastercard,Maki,Montgomery                  ,TX,United States,1/16/2009 10:27
Product1,1200,Visa,GAIA,Soro,Vestsjalland,Denmark,1/16/2009 10:58
Product1,1200,Mastercard,Yoko,Andover                     ,MA,United States,1/16/2009 11:49
Product1,1200,Visa,Luc1nda,London,England,United Kingdom,1/16/2009 12:47
Product1,1200,Visa,Michael,Milano,Lombardy,Italy,1/16/2009 13:35
Product1,1200,Visa,Orsi,Rayford                     ,TX,United States,1/16/2009 17:41
Product1,1200,Mastercard,Sarah,Coppell                     ,TX,United States,1/16/2009 17:56
Product1,1200,Visa,Elizabeth,Wollongong,New South Wales,Australia,1/16/2009 18:36
Product1,1200,Diners,Mary,Alpharetta                  ,GA,United States,1/16/2009 19:13
Product1,1200,Amex,Kristen,Los Gatos                   ,CA,United States,1/16/2009 19:47
Product1,1200,Amex,Campbell,Mushrif,,Kuwait,1/17/2009 1:23
Product1,1200,Mastercard,Angel Marie,Den Haag,Zuid-Holland,Netherlands,1/17/2009 1:49
Product1,1200,Visa,Rachel,Fresno                      ,CA,United States,1/17/2009 3:22
Product1,1200,Visa,Lisa ,Borja,Bohol,Philippines,1/17/2009 4:03
Product1,1200,Visa,Fernando,Grosseto,Tuscany,Italy,1/17/2009 6:23
Product1,1200,Diners,Tatjana and Martin,Birmingham,England,United Kingdom,1/17/2009 6:39
Product1,1200,Visa,Georgina,Portland                    ,OR,United States,1/17/2009 7:23
Product3,7500,Diners,Michel,Lipari,Sicilia,Italy,1/17/2009 7:56
Product3,7500,Diners,natalie,Lipari,Sicilia,Italy,1/17/2009 7:58
Product1,1200,Amex,Sylvia,Alexandria                  ,VA,United States,1/17/2009 9:12
Product1,1200,Diners,Kathrin,Abu Dhabi,Abu Zaby,United Arab Emirates,1/17/2009 9:49
Product1,1200,Mastercard,Nicole,Simcoe,Ontario,Canada,1/17/2009 10:14
Product1,1200,Mastercard,Joachim,Fortaleza,Ceara,Brazil,1/17/2009 11:09
Product1,1200,Diners,Linda,Den Haag,Zuid-Holland,Netherlands,1/17/2009 12:59
Product1,1200,Visa,Simone,San Antonio                 ,TX,United States,1/17/2009 14:02
Product1,1200,Amex,Ruby,Bedford Corners             ,NY,United States,1/17/2009 14:06
Product1,1200,Visa,Cara ,Humble                      ,TX,United States,1/17/2009 15:00
Product1,1200,Visa,Dana,Thurles,Tipperary,Ireland,1/17/2009 15:19
Product2,3600,Visa,Aline,Davis                       ,CA,United States,1/17/2009 15:48
Product1,1200,Visa,Chad,West Orange                 ,NJ,United States,1/17/2009 16:22
Product1,1200,Amex,BURCAK,Alpharetta                  ,GA,United States,1/17/2009 20:33
Product2,3600,Visa,Michelle,Dubai,Dubayy,United Arab Emirates,1/17/2009 20:46
Product1,1200,Visa,Kathryn,Waiau Pa,Auckland,New Zealand,1/17/2009 20:51
Product2,3600,Visa,Hanna Agla,Donauworth,Bayern,Germany,1/18/2009 0:41
Product1,1200,Visa,Ruth,Nashville                   ,AR,United States,1/18/2009 2:16
Product1,1200,Visa,Marina,Nerang,Queensland,Australia,1/18/2009 3:46
Product1,1200,Visa,Eleanor,Fairbanks                   ,AK,United States,1/18/2009 4:01
Product1,1200,Diners,jure,Lipari,Sicilia,Italy,1/18/2009 4:32
Product1,1200,Visa,Doug,Bishop Auckland,England,United Kingdom,1/18/2009 4:38
Product1,1200,Diners,Roger,Urlingford,Kilkenny,Ireland,1/18/2009 5:15
Product1,1200,Visa,Anna,Downey                      ,CA,United States,1/18/2009 5:27
Product1,1200,Mastercard,Ignacio,Engleside                   ,VA,United States,1/18/2009 6:09
Product1,1200,Mastercard,Janine,Corbin City                 ,NJ,United States,1/18/2009 6:27
Product1,1200,Visa,Sherri,Freienbach,Schwyz,Switzerland,1/18/2009 6:30
Product1,1200,Visa,Shona ,Mornington,Meath,Ireland,1/18/2009 6:46
Product1,1200,Mastercard,Stanford,Howell                      ,MI,United States,1/18/2009 8:56
Product1,1200,Visa,Richard,Jamestown                   ,RI,United States,1/18/2009 9:42
Product1,1200,Visa,malin,Atlanta,Georgia,United States,1/18/2009 10:42
Product2,3600,Amex,Katie,Gava,Catalonia,Spain,1/18/2009 11:03
Product1,1200,Amex,Rachel,Atascadero                  ,CA,United States,1/18/2009 11:17
Product2,3600,Visa,Cheryl,New Malden,England,United Kingdom,1/18/2009 11:34
Product1,1200,Visa,Jodi,Sutton Valence,England,United Kingdom,1/18/2009 11:42
Product1,1200,Visa,Shailesh,Joppa,MD,United States,1/18/2009 11:53
Product1,1200,Visa,Conrad,Joppa,MD,United States,1/18/2009 12:04
Product2,3600,Visa,Keri,Issaquah                    ,WA,United States,1/18/2009 12:05
Product2,3600,Mastercard,Kelsi,Utrecht,Utrecht,Netherlands,1/18/2009 12:14
Product1,1200,Visa,Cassandra,Santry,Dublin,Ireland,1/18/2009 12:32
Product1,1200,Mastercard,sandra,Burr Oak                    ,IA,United States,1/18/2009 12:57
Product1,1200,Diners,Isabelle,Shorewood                   ,MN,United States,1/18/2009 13:06
Product1,1200,Visa,Melissa,Chester                     ,CT,United States,1/18/2009 13:25
Product3,7500,Mastercard,Julianne,Navan,Meath,Ireland,1/18/2009 13:26
Product1,1200,Amex,Family in,London,England,United Kingdom,1/18/2009 13:36
Product2,3600,Visa,Bev,San Ramon                   ,CA,United States,1/18/2009 13:49
Product1,1200,Diners,Nita,Sutton,Dublin,Ireland,1/18/2009 13:59
Product1,1200,Visa,Nina,Silver Spring               ,MD,United States,1/18/2009 14:39
Product2,3600,Visa,Therese,Los Angeles                 ,CA,United States,1/18/2009 16:32
Product1,1200,Visa,Celina,North Brunswick             ,NJ,United States,1/18/2009 16:50
Product2,3600,Visa,Abdul-L,New York                    ,NY,United States,1/18/2009 17:04
Product2,3600,Visa,heidi,Saint Paul                  ,MN,United States,1/18/2009 17:20
Product1,1200,Mastercard,Nichol Jane,Midland Park                ,NJ,United States,1/18/2009 17:21
Product2,3600,Visa,jiyoung,New York                    ,NY,United States,1/18/2009 17:39
Product1,1200,Amex,Michaela,Mafra,Santa Catarina,Brazil,1/18/2009 17:55
Product1,1200,Mastercard,isabela,Reston                      ,VA,United States,1/18/2009 18:57
Product1,1200,Mastercard,Lisa,Princeton                   ,NJ,United States,1/18/2009 20:16
Product1,1200,Visa,Greg,Washington                  ,DC,United States,1/18/2009 23:17
Product1,1200,Amex,Kirsten,Melbourne,Victoria,Australia,1/19/2009 1:52
Product1,1200,Mastercard,TG,Zagore,Stara Zagora,Bulgaria,1/19/2009 3:19
Product1,1200,Visa,Christy,Setagaya,Tokyo,Japan,1/19/2009 3:25
Product1,1200,Diners,brian,Hagen,Lorraine,France,1/19/2009 4:22
Product2,3600,Mastercard,don,Cagliari,Sardinia,Italy,1/19/2009 4:23
Product1,1200,Visa,Alyssa,Brighton,England,United Kingdom,1/19/2009 4:55
Product1,1200,Visa,Allison,Edinburgh,Scotland,United Kingdom,1/19/2009 5:56
Product1,1200,Visa,Erika,Redruth,England,United Kingdom,1/19/2009 6:50
Product1,1200,Amex,Nicola,Bruxelles,Brussels (Bruxelles),Belgium,1/19/2009 6:50
Product1,1200,Diners,melanie,Santa Barbaraa,Heredia,Costa Rica,1/19/2009 6:52
Product1,1200,Amex,Maki,Miami Beach                 ,FL,United States,1/19/2009 7:49
Product1,1200,Visa,Jeff,Houston                     ,TX,United States,1/19/2009 8:14
Product1,1200,Visa,Pam,Richmond                    ,TX,United States,1/19/2009 8:52
Product1,1200,Amex,amanda,Las Vegas                   ,NV,United States,1/19/2009 9:34
Product2,3600,Mastercard,Pavel,London,England,United Kingdom,1/19/2009 10:13
Product1,1200,Mastercard,Maie,Queen Creek                 ,AZ,United States,1/19/2009 10:32
Product1,1200,Mastercard,David,Stavenger,Rogaland,Norway,1/19/2009 10:47
Product1,1200,Visa,Bertrand,North Caldwell              ,NJ,United States,1/19/2009 11:05
Product1,1200,Visa,Melissa,Aberdeen,Scotland,United Kingdom,1/19/2009 11:12
Product1,1200,Mastercard,burt,Rathfarnham,Dublin,Ireland,1/19/2009 12:14
Product1,1200,Visa,Dania,Munich,Bayern,Germany,1/19/2009 12:38
Product1,1200,Visa,Esther,Stocksund,Stockholm,Sweden,1/19/2009 13:15
Product1,1200,Mastercard,Elisabeth,Wilmington                  ,NC,United States,1/19/2009 14:06
